Log of events
-------------------------------------------------------------------
Number of Clients: 1000
Number of Queues: 20
Time of simulation: 200 seconds
[tArrivalMin, tArrivalMax] = [10, 100]
(623, 62, 3)
(877, 62, 6)
(974, 62, 5)
(990, 62, 8)
(8, 63, 3)
(228, 63, 5)
(250, 63, 6)
(297, 63, 5)
(368, 63, 4)
(379, 63, 6)
(464, 63, 7)
(507, 63, 3)
(669, 63, 8)
(672, 63, 6)
(771, 63, 7)
(858, 63, 8)
(887, 63, 8)
(929, 63, 4)
(982, 63, 5)
(984, 63, 8)
(995, 63, 3)
(34, 64, 7)
(86, 64, 8)
(102, 64, 3)
(118, 64, 6)
(409, 64, 3)
(654, 64, 6)
(724, 64, 8)
(794, 64, 6)
(985, 64, 7)
(17, 65, 5)
(78, 65, 4)
(196, 65, 7)
(311, 65, 5)
(431, 65, 4)
(466, 65, 8)
(645, 65, 7)
(649, 65, 5)
(756, 65, 6)
(798, 65, 8)
(894, 65, 6)
(69, 66, 8)
(101, 66, 8)
(290, 66, 4)
(560, 66, 5)
(667, 66, 3)
(684, 66, 8)
(725, 66, 3)
(807, 66, 7)
(819, 66, 6)
(18, 67, 8)
(324, 67, 8)
(459, 67, 6)
(523, 67, 5)
(530, 67, 3)
(607, 67, 8)
(641, 67, 4)
(950, 67, 6)
(16, 68, 3)
(38, 68, 4)
(81, 68, 4)
(139, 68, 8)
(214, 68, 5)
(369, 68, 8)
(401, 68, 7)
(532, 68, 8)
(683, 68, 7)
(726, 68, 4)
(867, 68, 5)
(869, 68, 5)
(32, 69, 7)
(204, 69, 8)
(276, 69, 6)
(360, 69, 8)
(365, 69, 5)
(778, 69, 6)
(851, 69, 3)
(862, 69, 8)
(910, 69, 3)
(934, 69, 7)
(938, 69, 4)
(20, 70, 5)
(45, 70, 3)
(330, 70, 5)
(465, 70, 5)
(551, 70, 4)
(580, 70, 6)
(713, 70, 4)
(868, 70, 7)
(896, 70, 7)
(924, 70, 4)
(136, 71, 7)
(153, 71, 8)
(188, 71, 3)
(314, 71, 6)
(472, 71, 8)
(487, 71, 7)
(496, 71, 8)
(505, 71, 6)
(545, 71, 5)
(613, 71, 6)
(694, 71, 4)
(732, 71, 6)
(74, 72, 5)
(95, 72, 6)
(111, 72, 4)
(119, 72, 3)
(140, 72, 6)
(151, 72, 3)
(222, 72, 8)
(372, 72, 8)
(549, 72, 4)
(662, 72, 6)
(682, 72, 7)
(712, 72, 6)
(720, 72, 3)
(738, 72, 5)
(789, 72, 3)
(931, 72, 8)
(951, 72, 5)
(223, 73, 3)
(298, 73, 3)
(339, 73, 5)
(356, 73, 5)
(376, 73, 6)
(590, 73, 7)
(665, 73, 7)
(785, 73, 8)
(788, 73, 7)
(806, 73, 4)
(842, 73, 8)
(917, 73, 5)
(997, 73, 3)
(96, 74, 3)
(263, 74, 3)
(310, 74, 7)
(323, 74, 5)
(347, 74, 7)
(548, 74, 8)
(595, 74, 5)
(714, 74, 4)
(764, 74, 3)
(797, 74, 4)
(898, 74, 6)
(902, 74, 6)
(13, 75, 4)
(145, 75, 6)
(162, 75, 8)
(163, 75, 4)
(287, 75, 7)
(341, 75, 4)
(390, 75, 6)
(561, 75, 4)
(602, 75, 6)
(749, 75, 7)
(782, 75, 8)
(969, 75, 8)
(6, 76, 4)
(26, 76, 3)
(55, 76, 8)
(130, 76, 3)
(181, 76, 3)
(234, 76, 6)
(481, 76, 7)
(506, 76, 7)
(689, 76, 3)
(753, 76, 6)
(795, 76, 3)
(829, 76, 6)
(249, 77, 3)
(286, 77, 3)
(439, 77, 4)
(451, 77, 5)
(536, 77, 4)
(553, 77, 3)
(556, 77, 5)
(574, 77, 7)
(880, 77, 4)
(904, 77, 5)
(932, 77, 3)
(230, 78, 7)
(267, 78, 4)
(271, 78, 4)
(277, 78, 4)
(427, 78, 3)
(617, 78, 7)
(632, 78, 4)
(674, 78, 6)
(676, 78, 8)
(734, 78, 3)
(843, 78, 3)
(947, 78, 8)
(953, 78, 4)
(968, 78, 5)
(161, 79, 8)
(182, 79, 7)
(208, 79, 5)
(239, 79, 3)
(303, 79, 8)
(363, 79, 8)
(468, 79, 5)
(494, 79, 4)
(774, 79, 5)
(852, 79, 6)
(865, 79, 3)
(946, 79, 4)
(194, 80, 5)
(394, 80, 3)
(510, 80, 3)
(624, 80, 3)
(634, 80, 3)
(701, 80, 6)
(822, 80, 8)
(908, 80, 8)
(912, 80, 3)
(957, 80, 7)
(94, 81, 6)
(244, 81, 5)
(319, 81, 7)
(443, 81, 8)
(450, 81, 7)
(528, 81, 5)
(709, 81, 4)
(816, 81, 6)
(821, 81, 5)
(103, 82, 8)
(148, 82, 6)
(566, 82, 3)
(691, 82, 3)
(824, 82, 6)
(878, 82, 7)
(909, 82, 4)
(948, 82, 6)
(986, 82, 7)
(5, 83, 8)
(29, 83, 3)
(166, 83, 7)
(198, 83, 6)
(362, 83, 5)
(825, 83, 6)
(992, 83, 6)
(43, 84, 8)
(185, 84, 5)
(251, 84, 5)
(670, 84, 8)
(745, 84, 5)
(804, 84, 7)
(881, 84, 6)
(966, 84, 7)
(63, 85, 3)
(115, 85, 3)
(227, 85, 6)
(461, 85, 4)
(469, 85, 7)
(576, 85, 3)
(582, 85, 6)
(729, 85, 3)
(838, 85, 3)
(844, 85, 3)
(857, 85, 4)
(870, 85, 5)
(268, 86, 7)
(315, 86, 8)
(447, 86, 8)
(491, 86, 6)
(544, 86, 8)
(706, 86, 3)
(731, 86, 7)
(817, 86, 3)
(884, 86, 7)
(35, 87, 5)
(98, 87, 5)
(106, 87, 6)
(126, 87, 3)
(199, 87, 3)
(201, 87, 3)
(259, 87, 4)
(381, 87, 5)
(541, 87, 6)
(633, 87, 8)
(640, 87, 5)
(740, 87, 5)
(813, 87, 7)
(814, 87, 7)
(845, 87, 7)
(177, 88, 5)
(364, 88, 8)
(393, 88, 7)
(422, 88, 3)
(433, 88, 3)
(457, 88, 6)
(480, 88, 5)
(629, 88, 4)
(653, 88, 7)
(688, 88, 8)
(704, 88, 6)
(809, 88, 4)
(836, 88, 5)
(987, 88, 4)
(48, 89, 5)
(75, 89, 8)
(99, 89, 7)
(122, 89, 7)
(260, 89, 4)
(398, 89, 4)
(558, 89, 8)
(603, 89, 8)
(810, 89, 6)
(837, 89, 8)
(28, 90, 4)
(41, 90, 8)
(116, 90, 6)
(312, 90, 5)
(316, 90, 3)
(348, 90, 4)
(351, 90, 5)
(374, 90, 5)
(618, 90, 3)
(958, 90, 4)
(964, 90, 4)
(51, 91, 3)
(164, 91, 8)
(255, 91, 4)
(375, 91, 6)
(550, 91, 4)
(671, 91, 6)
(786, 91, 4)
(812, 91, 5)
(70, 92, 8)
(167, 92, 4)
(189, 92, 5)
(282, 92, 5)
(295, 92, 8)
(332, 92, 8)
(344, 92, 8)
(380, 92, 4)
(608, 92, 4)
(922, 92, 8)
(56, 93, 5)
(218, 93, 3)
(338, 93, 8)
(421, 93, 3)
(559, 93, 5)
(777, 93, 8)
(876, 93, 7)
(897, 93, 7)
(941, 93, 6)
(281, 94, 4)
(335, 94, 8)
(378, 94, 8)
(424, 94, 8)
(445, 94, 5)
(515, 94, 5)
(625, 94, 8)
(703, 94, 4)
(811, 94, 3)
(923, 94, 7)
(962, 94, 4)
(991, 94, 6)
(165, 95, 6)
(175, 95, 4)
(202, 95, 5)
(209, 95, 8)
(284, 95, 8)
(444, 95, 4)
(490, 95, 3)
(569, 95, 5)
(579, 95, 8)
(614, 95, 7)
(693, 95, 4)
(937, 95, 3)
(977, 95, 6)
(262, 96, 3)
(358, 96, 3)
(429, 96, 6)
(517, 96, 4)
(529, 96, 3)
(573, 96, 8)
(710, 96, 4)
(727, 96, 3)
(772, 96, 8)
(963, 96, 4)
(988, 96, 4)
(62, 97, 4)
(109, 97, 3)
(413, 97, 4)
(543, 97, 8)
(567, 97, 3)
(620, 97, 3)
(705, 97, 5)
(860, 97, 3)
(873, 97, 3)
(211, 98, 4)
(300, 98, 6)
(402, 98, 6)
(419, 98, 7)
(476, 98, 7)
(538, 98, 8)
(584, 98, 3)
(678, 98, 3)
(707, 98, 4)
(790, 98, 4)
(155, 99, 5)
(382, 99, 7)
(518, 99, 4)
(581, 99, 4)
(586, 99, 6)
(626, 99, 3)
(913, 99, 4)
(926, 99, 3)
___
Q1: (679, 34, 8)
(138, 36, 8)
(596, 38, 6)
^^^
Q2: (474, 33, 0)
(359, 36, 4)
(183, 38, 7)
^^^
Q3: (173, 32, 1)
(715, 34, 3)
(387, 36, 7)
^^^
Q4: (108, 34, 4)
(482, 36, 6)
(675, 38, 5)
^^^
Q5: (723, 34, 2)
(504, 36, 4)
(736, 38, 6)
^^^
Q6: (775, 34, 5)
(555, 36, 6)
(801, 38, 6)
^^^
Q7: (883, 34, 5)
(606, 36, 6)
(826, 38, 8)
^^^
Q8: (304, 36, 6)
(656, 36, 3)
(833, 38, 5)
^^^
Q9: (659, 36, 6)
(342, 37, 5)
(882, 38, 3)
^^^
Q10: (42, 35, 0)
(783, 36, 8)
(885, 38, 8)
^^^
Q11: (856, 36, 5)
(207, 38, 8)
(939, 38, 4)
^^^
Q12: (219, 35, 4)
(903, 36, 7)
(976, 38, 7)
^^^
Q13: (483, 35, 2)
(23, 37, 8)
(500, 37, 4)
^^^
Q14: (593, 35, 2)
(802, 37, 7)
^^^
Q15: (702, 35, 1)
(808, 37, 4)
(243, 38, 4)
^^^
Q16: (326, 34, 3)
(850, 37, 7)
^^^
Q17: (100, 36, 2)
(79, 37, 7)
(915, 37, 6)
^^^
Q18: (127, 38, 5)
(367, 38, 4)
^^^
Q19: (792, 35, 6)
(373, 38, 3)
^^^
Q20: (677, 34, 1)
(960, 35, 4)
(492, 38, 5)
^^^
-----------------------------------------------------------------------------------------------------------------
Time: 39
Waiting clients: (3, 40, 8)
(30, 40, 8)
(113, 40, 8)
(117, 40, 6)
(134, 40, 7)
(278, 40, 7)
(350, 40, 5)
(435, 40, 4)
(511, 40, 4)
(552, 40, 8)
(557, 40, 5)
(616, 40, 6)
(752, 40, 5)
(779, 40, 6)
(855, 40, 3)
(892, 40, 8)
(899, 40, 4)
(901, 40, 5)
(925, 40, 7)
(954, 40, 4)
(133, 41, 7)
(135, 41, 5)
(272, 41, 3)
(418, 41, 7)
(546, 41, 6)
(644, 41, 4)
(686, 41, 5)
(687, 41, 7)
(717, 41, 7)
(750, 41, 7)
(754, 41, 4)
(993, 41, 8)
(27, 42, 7)
(44, 42, 6)
(61, 42, 4)
(90, 42, 6)
(258, 42, 7)
(261, 42, 8)
(288, 42, 4)
(455, 42, 6)
(509, 42, 4)
(611, 42, 3)
(658, 42, 3)
(849, 42, 7)
(956, 42, 8)
(9, 43, 7)
(36, 43, 6)
(229, 43, 6)
(329, 43, 7)
(437, 43, 5)
(438, 43, 3)
(746, 43, 3)
(936, 43, 7)
(19, 44, 6)
(21, 44, 3)
(169, 44, 8)
(265, 44, 3)
(285, 44, 4)
(289, 44, 8)
(337, 44, 5)
(366, 44, 5)
(383, 44, 8)
(486, 44, 7)
(521, 44, 8)
(531, 44, 8)
(563, 44, 5)
(615, 44, 6)
(758, 44, 8)
(759, 44, 3)
(803, 44, 3)
(871, 44, 8)
(911, 44, 8)
(92, 45, 4)
(186, 45, 5)
(216, 45, 5)
(353, 45, 8)
(462, 45, 3)
(540, 45, 4)
(578, 45, 8)
(638, 45, 5)
(906, 45, 8)
(72, 46, 4)
(235, 46, 8)
(237, 46, 7)
(296, 46, 4)
(309, 46, 8)
(605, 46, 3)
(697, 46, 7)
(741, 46, 8)
(866, 46, 7)
(891, 46, 8)
(967, 46, 8)
(76, 47, 3)
(107, 47, 8)
(144, 47, 5)
(247, 47, 8)
(280, 47, 7)
(524, 47, 4)
(534, 47, 4)
(572, 47, 6)
(661, 47, 4)
(664, 47, 3)
(744, 47, 6)
(847, 47, 3)
(889, 47, 7)
(907, 47, 4)
(933, 47, 6)
(54, 48, 8)
(91, 48, 8)
(112, 48, 5)
(205, 48, 3)
(206, 48, 8)
(317, 48, 7)
(423, 48, 4)
(485, 48, 7)
(635, 48, 6)
(700, 48, 5)
(708, 48, 8)
(147, 49, 4)
(200, 49, 6)
(238, 49, 8)
(274, 49, 8)
(318, 49, 4)
(322, 49, 4)
(467, 49, 8)
(488, 49, 3)
(495, 49, 8)
(516, 49, 6)
(781, 49, 4)
(893, 49, 4)
(900, 49, 6)
(918, 49, 5)
(67, 50, 3)
(299, 50, 6)
(301, 50, 3)
(325, 50, 8)
(328, 50, 7)
(391, 50, 6)
(839, 50, 6)
(955, 50, 3)
(24, 51, 4)
(68, 51, 4)
(321, 51, 4)
(345, 51, 4)
(535, 51, 5)
(619, 51, 6)
(652, 51, 3)
(668, 51, 4)
(681, 51, 5)
(692, 51, 6)
(776, 51, 8)
(221, 52, 8)
(407, 52, 6)
(425, 52, 6)
(622, 52, 4)
(648, 52, 4)
(2, 53, 5)
(104, 53, 4)
(215, 53, 8)
(308, 53, 7)
(647, 53, 5)
(742, 53, 5)
(761, 53, 5)
(828, 53, 7)
(928, 53, 6)
(942, 53, 4)
(978, 53, 8)
(59, 54, 6)
(224, 54, 7)
(232, 54, 5)
(246, 54, 4)
(257, 54, 5)
(371, 54, 8)
(392, 54, 4)
(484, 54, 8)
(601, 54, 8)
(730, 54, 3)
(152, 55, 8)
(233, 55, 6)
(283, 55, 4)
(416, 55, 7)
(454, 55, 7)
(475, 55, 6)
(477, 55, 8)
(537, 55, 7)
(699, 55, 8)
(722, 55, 7)
(818, 55, 6)
(831, 55, 5)
(888, 55, 6)
(128, 56, 6)
(129, 56, 4)
(352, 56, 5)
(396, 56, 8)
(441, 56, 4)
(508, 56, 8)
(650, 56, 5)
(787, 56, 8)
(895, 56, 8)
(40, 57, 6)
(184, 57, 4)
(404, 57, 5)
(599, 57, 5)
(646, 57, 3)
(718, 57, 3)
(748, 57, 7)
(769, 57, 8)
(85, 58, 7)
(171, 58, 7)
(279, 58, 7)
(384, 58, 8)
(832, 58, 6)
(970, 58, 7)
(10, 59, 7)
(83, 59, 5)
(313, 59, 6)
(395, 59, 5)
(861, 59, 8)
(872, 59, 7)
(920, 59, 8)
(972, 59, 6)
(39, 60, 4)
(89, 60, 8)
(195, 60, 5)
(355, 60, 4)
(440, 60, 6)
(489, 60, 6)
(502, 60, 4)
(592, 60, 8)
(604, 60, 4)
(628, 60, 7)
(766, 60, 4)
(879, 60, 8)
(886, 60, 8)
(930, 60, 6)
(14, 61, 3)
(399, 61, 5)
(414, 61, 7)
(513, 61, 5)
(612, 61, 4)
(663, 61, 8)
(696, 61, 5)
(698, 61, 7)
(739, 61, 5)
(755, 61, 6)
(854, 61, 8)
(241, 62, 4)
(526, 62, 7)
(623, 62, 3)
(877, 62, 6)
(974, 62, 5)
(990, 62, 8)
(8, 63, 3)
(228, 63, 5)
(250, 63, 6)
(297, 63, 5)
(368, 63, 4)
(379, 63, 6)
(464, 63, 7)
(507, 63, 3)
(669, 63, 8)
(672, 63, 6)
(771, 63, 7)
(858, 63, 8)
(887, 63, 8)
(929, 63, 4)
(982, 63, 5)
(984, 63, 8)
(995, 63, 3)
(34, 64, 7)
(86, 64, 8)
(102, 64, 3)
(118, 64, 6)
(409, 64, 3)
(654, 64, 6)
(724, 64, 8)
(794, 64, 6)
(985, 64, 7)
(17, 65, 5)
(78, 65, 4)
(196, 65, 7)
(311, 65, 5)
(431, 65, 4)
(466, 65, 8)
(645, 65, 7)
(649, 65, 5)
(756, 65, 6)
(798, 65, 8)
(894, 65, 6)
(69, 66, 8)
(101, 66, 8)
(290, 66, 4)
(560, 66, 5)
(667, 66, 3)
(684, 66, 8)
(725, 66, 3)
(807, 66, 7)
(819, 66, 6)
(18, 67, 8)
(324, 67, 8)
(459, 67, 6)
(523, 67, 5)
(530, 67, 3)
(607, 67, 8)
(641, 67, 4)
(950, 67, 6)
(16, 68, 3)
(38, 68, 4)
(81, 68, 4)
(139, 68, 8)
(214, 68, 5)
(369, 68, 8)
(401, 68, 7)
(532, 68, 8)
(683, 68, 7)
(726, 68, 4)
(867, 68, 5)
(869, 68, 5)
(32, 69, 7)
(204, 69, 8)
(276, 69, 6)
(360, 69, 8)
(365, 69, 5)
(778, 69, 6)
(851, 69, 3)
(862, 69, 8)
(910, 69, 3)
(934, 69, 7)
(938, 69, 4)
(20, 70, 5)
(45, 70, 3)
(330, 70, 5)
(465, 70, 5)
(551, 70, 4)
(580, 70, 6)
(713, 70, 4)
(868, 70, 7)
(896, 70, 7)
(924, 70, 4)
(136, 71, 7)
(153, 71, 8)
(188, 71, 3)
(314, 71, 6)
(472, 71, 8)
(487, 71, 7)
(496, 71, 8)
(505, 71, 6)
(545, 71, 5)
(613, 71, 6)
(694, 71, 4)
(732, 71, 6)
(74, 72, 5)
(95, 72, 6)
(111, 72, 4)
(119, 72, 3)
(140, 72, 6)
(151, 72, 3)
(222, 72, 8)
(372, 72, 8)
(549, 72, 4)
(662, 72, 6)
(682, 72, 7)
(712, 72, 6)
(720, 72, 3)
(738, 72, 5)
(789, 72, 3)
(931, 72, 8)
(951, 72, 5)
(223, 73, 3)
(298, 73, 3)
(339, 73, 5)
(356, 73, 5)
(376, 73, 6)
(590, 73, 7)
(665, 73, 7)
(785, 73, 8)
(788, 73, 7)
(806, 73, 4)
(842, 73, 8)
(917, 73, 5)
(997, 73, 3)
(96, 74, 3)
(263, 74, 3)
(310, 74, 7)
(323, 74, 5)
(347, 74, 7)
(548, 74, 8)
(595, 74, 5)
(714, 74, 4)
(764, 74, 3)
(797, 74, 4)
(898, 74, 6)
(902, 74, 6)
(13, 75, 4)
(145, 75, 6)
(162, 75, 8)
(163, 75, 4)
(287, 75, 7)
(341, 75, 4)
(390, 75, 6)
(561, 75, 4)
(602, 75, 6)
(749, 75, 7)
(782, 75, 8)
(969, 75, 8)
(6, 76, 4)
(26, 76, 3)
(55, 76, 8)
(130, 76, 3)
(181, 76, 3)
(234, 76, 6)
(481, 76, 7)
(506, 76, 7)
(689, 76, 3)
(753, 76, 6)
(795, 76, 3)
(829, 76, 6)
(249, 77, 3)
(286, 77, 3)
(439, 77, 4)
(451, 77, 5)
(536, 77, 4)
(553, 77, 3)
(556, 77, 5)
(574, 77, 7)
(880, 77, 4)
(904, 77, 5)
(932, 77, 3)
(230, 78, 7)
(267, 78, 4)
(271, 78, 4)
(277, 78, 4)
(427, 78, 3)
(617, 78, 7)
(632, 78, 4)
(674, 78, 6)
(676, 78, 8)
(734, 78, 3)
(843, 78, 3)
(947, 78, 8)
(953, 78, 4)
(968, 78, 5)
(161, 79, 8)
(182, 79, 7)
(208, 79, 5)
(239, 79, 3)
(303, 79, 8)
(363, 79, 8)
(468, 79, 5)
(494, 79, 4)
(774, 79, 5)
(852, 79, 6)
(865, 79, 3)
(946, 79, 4)
(194, 80, 5)
(394, 80, 3)
(510, 80, 3)
(624, 80, 3)
(634, 80, 3)
(701, 80, 6)
(822, 80, 8)
(908, 80, 8)
(912, 80, 3)
(957, 80, 7)
(94, 81, 6)
(244, 81, 5)
(319, 81, 7)
(443, 81, 8)
(450, 81, 7)
(528, 81, 5)
(709, 81, 4)
(816, 81, 6)
(821, 81, 5)
(103, 82, 8)
(148, 82, 6)
(566, 82, 3)
(691, 82, 3)
(824, 82, 6)
(878, 82, 7)
(909, 82, 4)
(948, 82, 6)
(986, 82, 7)
(5, 83, 8)
(29, 83, 3)
(166, 83, 7)
(198, 83, 6)
(362, 83, 5)
(825, 83, 6)
(992, 83, 6)
(43, 84, 8)
(185, 84, 5)
(251, 84, 5)
(670, 84, 8)
(745, 84, 5)
(804, 84, 7)
(881, 84, 6)
(966, 84, 7)
(63, 85, 3)
(115, 85, 3)
(227, 85, 6)
(461, 85, 4)
(469, 85, 7)
(576, 85, 3)
(582, 85, 6)
(729, 85, 3)
(838, 85, 3)
(844, 85, 3)
(857, 85, 4)
(870, 85, 5)
(268, 86, 7)
(315, 86, 8)
(447, 86, 8)
(491, 86, 6)
(544, 86, 8)
(706, 86, 3)
(731, 86, 7)
(817, 86, 3)
(884, 86, 7)
(35, 87, 5)
(98, 87, 5)
(106, 87, 6)
(126, 87, 3)
(199, 87, 3)
(201, 87, 3)
(259, 87, 4)
(381, 87, 5)
(541, 87, 6)
(633, 87, 8)
(640, 87, 5)
(740, 87, 5)
(813, 87, 7)
(814, 87, 7)
(845, 87, 7)
(177, 88, 5)
(364, 88, 8)
(393, 88, 7)
(422, 88, 3)
(433, 88, 3)
(457, 88, 6)
(480, 88, 5)
(629, 88, 4)
(653, 88, 7)
(688, 88, 8)
(704, 88, 6)
(809, 88, 4)
(836, 88, 5)
(987, 88, 4)
(48, 89, 5)
(75, 89, 8)
(99, 89, 7)
(122, 89, 7)
(260, 89, 4)
(398, 89, 4)
(558, 89, 8)
(603, 89, 8)
(810, 89, 6)
(837, 89, 8)
(28, 90, 4)
(41, 90, 8)
(116, 90, 6)
(312, 90, 5)
(316, 90, 3)
(348, 90, 4)
(351, 90, 5)
(374, 90, 5)
(618, 90, 3)
(958, 90, 4)
(964, 90, 4)
(51, 91, 3)
(164, 91, 8)
(255, 91, 4)
(375, 91, 6)
(550, 91, 4)
(671, 91, 6)
(786, 91, 4)
(812, 91, 5)
(70, 92, 8)
(167, 92, 4)
(189, 92, 5)
(282, 92, 5)
(295, 92, 8)
(332, 92, 8)
(344, 92, 8)
(380, 92, 4)
(608, 92, 4)
(922, 92, 8)
(56, 93, 5)
(218, 93, 3)
(338, 93, 8)
(421, 93, 3)
(559, 93, 5)
(777, 93, 8)
(876, 93, 7)
(897, 93, 7)
(941, 93, 6)
(281, 94, 4)
(335, 94, 8)
(378, 94, 8)
(424, 94, 8)
(445, 94, 5)
(515, 94, 5)
(625, 94, 8)
(703, 94, 4)
(811, 94, 3)
(923, 94, 7)
(962, 94, 4)
(991, 94, 6)
(165, 95, 6)
(175, 95, 4)
(202, 95, 5)
(209, 95, 8)
(284, 95, 8)
(444, 95, 4)
(490, 95, 3)
(569, 95, 5)
(579, 95, 8)
(614, 95, 7)
(693, 95, 4)
(937, 95, 3)
(977, 95, 6)
(262, 96, 3)
(358, 96, 3)
(429, 96, 6)
(517, 96, 4)
(529, 96, 3)
(573, 96, 8)
(710, 96, 4)
(727, 96, 3)
(772, 96, 8)
(963, 96, 4)
(988, 96, 4)
(62, 97, 4)
(109, 97, 3)
(413, 97, 4)
(543, 97, 8)
(567, 97, 3)
(620, 97, 3)
(705, 97, 5)
(860, 97, 3)
(873, 97, 3)
(211, 98, 4)
(300, 98, 6)
(402, 98, 6)
(419, 98, 7)
(476, 98, 7)
(538, 98, 8)
(584, 98, 3)
(678, 98, 3)
(707, 98, 4)
(790, 98, 4)
(155, 99, 5)
(382, 99, 7)
(518, 99, 4)
(581, 99, 4)
(586, 99, 6)
(626, 99, 3)
(913, 99, 4)
(926, 99, 3)
___
Q1: (138, 36, 8)
(596, 38, 6)
(657, 39, 3)
^^^
Q2: (183, 38, 4)
(11, 39, 7)
^^^
Q3: (387, 36, 4)
(975, 39, 5)
^^^
Q4: (482, 36, 2)
(675, 38, 5)
^^^
Q5: (736, 38, 5)
^^^
Q6: (555, 36, 3)
(801, 38, 6)
^^^
Q7: (606, 36, 3)
(826, 38, 8)
^^^
Q8: (656, 36, 1)
(833, 38, 5)
^^^
Q9: (342, 37, 3)
(882, 38, 3)
^^^
Q10: (783, 36, 0)
(885, 38, 8)
(397, 39, 8)
^^^
Q11: (207, 38, 5)
(939, 38, 4)
^^^
Q12: (903, 36, 3)
(976, 38, 7)
^^^
Q13: (23, 37, 2)
(500, 37, 4)
^^^
Q14: (802, 37, 1)
(403, 39, 8)
^^^
Q15: (243, 38, 2)
^^^
Q16: (850, 37, 2)
(415, 39, 7)
^^^
Q17: (79, 37, 1)
(915, 37, 6)
^^^
Q18: (367, 38, 1)
(448, 39, 3)
^^^
Q19: (373, 38, 1)
(585, 39, 6)
^^^
Q20: (492, 38, 3)
^^^
-----------------------------------------------------------------------------------------------------------------
Time: 40
Waiting clients: (133, 41, 7)
(135, 41, 5)
(272, 41, 3)
(418, 41, 7)
(546, 41, 6)
(644, 41, 4)
(686, 41, 5)
(687, 41, 7)
(717, 41, 7)
(750, 41, 7)
(754, 41, 4)
(993, 41, 8)
(27, 42, 7)
(44, 42, 6)
(61, 42, 4)
(90, 42, 6)
(258, 42, 7)
(261, 42, 8)
(288, 42, 4)
(455, 42, 6)
(509, 42, 4)
(611, 42, 3)
(658, 42, 3)
(849, 42, 7)
(956, 42, 8)
(9, 43, 7)
(36, 43, 6)
(229, 43, 6)
(329, 43, 7)
(437, 43, 5)
(438, 43, 3)
(746, 43, 3)
(936, 43, 7)
(19, 44, 6)
(21, 44, 3)
(169, 44, 8)
(265, 44, 3)
(285, 44, 4)
(289, 44, 8)
(337, 44, 5)
(366, 44, 5)
(383, 44, 8)
(486, 44, 7)
(521, 44, 8)
(531, 44, 8)
(563, 44, 5)
(615, 44, 6)
(758, 44, 8)
(759, 44, 3)
(803, 44, 3)
(871, 44, 8)
(911, 44, 8)
(92, 45, 4)
(186, 45, 5)
(216, 45, 5)
(353, 45, 8)
(462, 45, 3)
(540, 45, 4)
(578, 45, 8)
(638, 45, 5)
(906, 45, 8)
(72, 46, 4)
(235, 46, 8)
(237, 46, 7)
(296, 46, 4)
(309, 46, 8)
(605, 46, 3)
(697, 46, 7)
(741, 46, 8)
(866, 46, 7)
(891, 46, 8)
(967, 46, 8)
(76, 47, 3)
(107, 47, 8)
(144, 47, 5)
(247, 47, 8)
(280, 47, 7)
(524, 47, 4)
(534, 47, 4)
(572, 47, 6)
(661, 47, 4)
(664, 47, 3)
(744, 47, 6)
(847, 47, 3)
(889, 47, 7)
(907, 47, 4)
(933, 47, 6)
(54, 48, 8)
(91, 48, 8)
(112, 48, 5)
(205, 48, 3)
(206, 48, 8)
(317, 48, 7)
(423, 48, 4)
(485, 48, 7)
(635, 48, 6)
(700, 48, 5)
(708, 48, 8)
(147, 49, 4)
(200, 49, 6)
(238, 49, 8)
(274, 49, 8)
(318, 49, 4)
(322, 49, 4)
(467, 49, 8)
(488, 49, 3)
(495, 49, 8)
(516, 49, 6)
(781, 49, 4)
(893, 49, 4)
(900, 49, 6)
(918, 49, 5)
(67, 50, 3)
(299, 50, 6)
(301, 50, 3)
(325, 50, 8)
(328, 50, 7)
(391, 50, 6)
(839, 50, 6)
(955, 50, 3)
(24, 51, 4)
(68, 51, 4)
(321, 51, 4)
(345, 51, 4)
(535, 51, 5)
(619, 51, 6)
(652, 51, 3)
(668, 51, 4)
(681, 51, 5)
(692, 51, 6)
(776, 51, 8)
(221, 52, 8)
(407, 52, 6)
(425, 52, 6)
(622, 52, 4)
(648, 52, 4)
(2, 53, 5)
(104, 53, 4)
(215, 53, 8)
(308, 53, 7)
(647, 53, 5)
(742, 53, 5)
(761, 53, 5)
(828, 53, 7)
(928, 53, 6)
(942, 53, 4)
(978, 53, 8)
(59, 54, 6)
(224, 54, 7)
(232, 54, 5)
(246, 54, 4)
(257, 54, 5)
(371, 54, 8)
(392, 54, 4)
(484, 54, 8)
(601, 54, 8)
(730, 54, 3)
(152, 55, 8)
(233, 55, 6)
(283, 55, 4)
(416, 55, 7)
(454, 55, 7)
(475, 55, 6)
(477, 55, 8)
(537, 55, 7)
(699, 55, 8)
(722, 55, 7)
(818, 55, 6)
(831, 55, 5)
(888, 55, 6)
(128, 56, 6)
(129, 56, 4)
(352, 56, 5)
(396, 56, 8)
(441, 56, 4)
(508, 56, 8)
(650, 56, 5)
(787, 56, 8)
(895, 56, 8)
(40, 57, 6)
(184, 57, 4)
(404, 57, 5)
(599, 57, 5)
(646, 57, 3)
(718, 57, 3)
(748, 57, 7)
(769, 57, 8)
(85, 58, 7)
(171, 58, 7)
(279, 58, 7)
